,weather_grid,fips,county,state
7425,10049,22097,St. Landry,LA
7444,10050,22077,Pointe Coupee,LA
7441,10051,22077,Pointe Coupee,LA
7464,10052,22033,East Baton Rouge,LA
7461,10053,22063,Livingston,LA
7457,10054,22063,Livingston,LA
7490,10055,22105,Tangipahoa,LA
7489,10056,22103,St. Tammany,LA
7509,10057,22103,St. Tammany,LA
7504,10058,28109,Pearl River,MS
7523,10059,28045,Hancock,MS
7518,10060,28047,Harrison,MS
7538,10061,28059,Jackson,MS
7534,10062,28059,Jackson,MS
7530,10063,01097,Mobile,AL
7551,10064,01097,Mobile,AL
7549,10065,01003,Baldwin,AL
7560,10066,01003,Baldwin,AL
7557,10067,12033,Escambia,FL
7566,10068,12113,Santa Rosa,FL
7564,10069,12113,Santa Rosa,FL
7572,10070,12091,Okaloosa,FL
7570,10071,12131,Walton,FL
7579,10072,12131,Walton,FL
7577,10073,12133,Washington,FL
7574,10074,12133,Washington,FL
7591,10075,12063,Jackson,FL
7587,10076,12063,Jackson,FL
7605,10077,12039,Gadsden,FL
7601,10078,12039,Gadsden,FL
7621,10079,12039,Gadsden,FL
7618,10080,12073,Leon,FL
7640,10081,12065,Jefferson,FL
7636,10082,13027,Brooks,GA
7634,10083,12079,Madison,FL
7659,10084,12047,Hamilton,FL
7658,10085,13101,Echols,GA
7678,10086,13101,Echols,GA
7673,10087,13299,Ware,GA
7690,10088,13049,Charlton,GA
7687,10089,12089,Nassau,FL
7707,10090,12089,Nassau,FL
7704,10091,12089,Nassau,FL
8121,10230,48229,Hudspeth,TX
5970,10231,48229,Hudspeth,TX
8118,10232,48229,Hudspeth,TX
8114,10233,48109,Culberson,TX
5968,10234,48109,Culberson,TX
8109,10235,48243,Jeff Davis,TX
5967,10236,48243,Jeff Davis,TX
8102,10237,48243,Jeff Davis,TX
5965,10238,48389,Reeves,TX
8099,10239,48371,Pecos,TX
5963,10240,48371,Pecos,TX
8093,10241,48371,Pecos,TX
5962,10242,48371,Pecos,TX
8089,10243,48371,Pecos,TX
8081,10244,48371,Pecos,TX
5961,10245,48105,Crockett,TX
8074,10246,48105,Crockett,TX
5959,10247,48105,Crockett,TX
8068,10248,48105,Crockett,TX
5958,10249,48413,Schleicher,TX
8067,10250,48413,Schleicher,TX
5956,10251,48413,Schleicher,TX
8058,10252,48413,Schleicher,TX
8050,10253,48327,Menard,TX
5954,10254,48327,Menard,TX
8042,10255,48319,Mason,TX
5951,10256,48319,Mason,TX
8038,10257,48299,Llano,TX
5950,10258,48299,Llano,TX
8034,10259,48053,Burnet,TX
5948,10260,48053,Burnet,TX
8025,10261,48053,Burnet,TX
5947,10262,48027,Bell,TX
8014,10263,48027,Bell,TX
8006,10264,48331,Milam,TX
5945,10265,48331,Milam,TX
7997,10266,48395,Robertson,TX
5943,10267,48395,Robertson,TX
7987,10268,48313,Madison,TX
5939,10269,48313,Madison,TX
7984,10270,48471,Walker,TX
5938,10271,48471,Walker,TX
7972,10272,48373,Polk,TX
7964,10273,48373,Polk,TX
5934,10274,48457,Tyler,TX
7956,10275,48457,Tyler,TX
5932,10276,48241,Jasper,TX
7944,10277,48241,Jasper,TX
5931,10278,48351,Newton,TX
7942,10279,22011,Beauregard,LA
5927,10280,22011,Beauregard,LA
7933,10281,22003,Allen,LA
5925,10282,22079,Rapides,LA
7925,10283,22039,Evangeline,LA
7917,10284,22009,Avoyelles,LA
5921,10285,22009,Avoyelles,LA
7906,10286,22077,Pointe Coupee,LA
5917,10287,22125,West Feliciana,LA
7894,10288,22037,East Feliciana,LA
5914,10289,22037,East Feliciana,LA
7889,10290,22091,St. Helena,LA
5911,10291,22105,Tangipahoa,LA
7883,10292,22117,Washington,LA
7874,10293,22117,Washington,LA
5908,10294,28109,Pearl River,MS
7862,10295,28109,Pearl River,MS
5906,10296,28131,Stone,MS
7855,10297,28039,George,MS
5904,10298,28039,George,MS
7851,10299,01097,Mobile,AL
5902,10300,01097,Mobile,AL
7842,10301,01003,Baldwin,AL
5899,10302,01003,Baldwin,AL
7834,10303,12033,Escambia,FL
7826,10304,12113,Santa Rosa,FL
5895,10305,12113,Santa Rosa,FL
7821,10306,12091,Okaloosa,FL
5892,10307,12131,Walton,FL
7812,10308,12131,Walton,FL
5891,10309,12059,Holmes,FL
7810,10310,12059,Holmes,FL
5888,10311,12063,Jackson,FL
7798,10312,12063,Jackson,FL
7787,10313,13253,Seminole,GA
5883,10314,13087,Decatur,GA
7775,10315,13131,Grady,GA
5882,10316,13131,Grady,GA
7765,10317,13275,Thomas,GA
5879,10318,13027,Brooks,GA
7764,10319,13185,Lowndes,GA
5876,10320,13185,Lowndes,GA
7751,10321,13065,Clinch,GA
5875,10322,13065,Clinch,GA
7740,10323,13049,Charlton,GA
7731,10324,13049,Charlton,GA
5872,10325,13039,Camden,GA
7721,10326,13039,Camden,GA
5870,10327,13039,Camden,GA
8120,10465,48229,Hudspeth,TX
8119,10466,48229,Hudspeth,TX
8117,10467,48229,Hudspeth,TX
8116,10468,48229,Hudspeth,TX
8112,10469,48109,Culberson,TX
8110,10470,48109,Culberson,TX
8106,10471,48109,Culberson,TX
8104,10472,48109,Culberson,TX
8097,10473,48389,Reeves,TX
8096,10474,48389,Reeves,TX
8095,10475,48389,Reeves,TX
8091,10476,48371,Pecos,TX
8090,10477,48371,Pecos,TX
8088,10478,48371,Pecos,TX
8084,10479,48371,Pecos,TX
8080,10480,48461,Upton,TX
8077,10481,48461,Upton,TX
8072,10482,48383,Reagan,TX
8069,10483,48383,Reagan,TX
8066,10484,48235,Irion,TX
8063,10485,48235,Irion,TX
8060,10486,48451,Tom Green,TX
8055,10487,48451,Tom Green,TX
8052,10488,48451,Tom Green,TX
8049,10489,48095,Concho,TX
8047,10490,48307,McCulloch,TX
8041,10491,48307,McCulloch,TX
8040,10492,48307,McCulloch,TX
8032,10493,48411,San Saba,TX
8030,10494,48411,San Saba,TX
8028,10495,48281,Lampasas,TX
8022,10496,48281,Lampasas,TX
8018,10497,48099,Coryell,TX
8011,10498,48027,Bell,TX
8008,10499,48027,Bell,TX
8004,10500,48145,Falls,TX
8001,10501,48145,Falls,TX
7993,10502,48395,Robertson,TX
7992,10503,48395,Robertson,TX
7981,10504,48289,Leon,TX
7978,10505,48289,Leon,TX
7976,10506,48225,Houston,TX
7969,10507,48225,Houston,TX
7965,10508,48455,Trinity,TX
7960,10509,48455,Trinity,TX
7958,10510,48005,Angelina,TX
7955,10511,48005,Angelina,TX
7947,10512,48405,San Augustine,TX
7941,10513,48351,Newton,TX
7938,10514,48351,Newton,TX
7934,10515,22115,Vernon,LA
7929,10516,22115,Vernon,LA
7927,10517,22115,Vernon,LA
7923,10518,22079,Rapides,LA
7922,10519,22079,Rapides,LA
7914,10520,22009,Avoyelles,LA
7909,10521,22009,Avoyelles,LA
7902,10522,22029,Concordia,LA
7897,10523,28157,Wilkinson,MS
7887,10524,28157,Wilkinson,MS
7886,10525,28005,Amite,MS
7884,10526,28005,Amite,MS
7881,10527,28113,Pike,MS
7878,10528,28147,Walthall,MS
7871,10529,28091,Marion,MS
7869,10530,28073,Lamar,MS
7861,10531,28073,Lamar,MS
7858,10532,28111,Perry,MS
7849,10533,28111,Perry,MS
7847,10534,28041,Greene,MS
7845,10535,01129,Washington,AL
7841,10536,01097,Mobile,AL
7836,10537,01003,Baldwin,AL
7830,10538,01003,Baldwin,AL
7829,10539,01053,Escambia,AL
7825,10540,01053,Escambia,AL
7824,10541,01053,Escambia,AL
7819,10542,01039,Covington,AL
7816,10543,01039,Covington,AL
7806,10544,01061,Geneva,AL
7804,10545,01061,Geneva,AL
7801,10546,01061,Geneva,AL
7793,10547,01069,Houston,AL
7789,10548,01069,Houston,AL
7781,10549,13201,Miller,GA
7776,10550,13201,Miller,GA
7771,10551,13205,Mitchell,GA
7766,10552,13205,Mitchell,GA
7761,10553,13071,Colquitt,GA
7759,10554,13071,Colquitt,GA
7756,10555,13075,Cook,GA
7746,10556,13019,Berrien,GA
7745,10557,13065,Clinch,GA
7737,10558,13299,Ware,GA
7736,10559,13299,Ware,GA
7726,10560,13025,Brantley,GA
7722,10561,13025,Brantley,GA
7719,10562,13127,Glynn,GA
7717,10563,13127,Glynn,GA
8127,10678,04019,Pima,AZ
8125,10679,04023,Santa Cruz,AZ
8134,10680,04023,Santa Cruz,AZ
8133,10681,04023,Santa Cruz,AZ
8132,10682,04023,Santa Cruz,AZ
8137,10683,04003,Cochise,AZ
8136,10684,04003,Cochise,AZ
8141,10685,04003,Cochise,AZ
8140,10686,04003,Cochise,AZ
8145,10687,04003,Cochise,AZ
8143,10688,04003,Cochise,AZ
8150,10689,35023,Hidalgo,NM
8149,10690,35023,Hidalgo,NM
8148,10691,35023,Hidalgo,NM
8151,10692,35023,Hidalgo,NM
8157,10700,48141,El Paso,TX
8155,10701,48229,Hudspeth,TX
8154,10702,48229,Hudspeth,TX
8160,10703,48229,Hudspeth,TX
8159,10704,48229,Hudspeth,TX
8165,10705,48109,Culberson,TX
8163,10706,48109,Culberson,TX
8169,10707,48109,Culberson,TX
8168,10708,48109,Culberson,TX
8179,10709,48389,Reeves,TX
8178,10710,48389,Reeves,TX
8177,10711,48389,Reeves,TX
8187,10712,48475,Ward,TX
8184,10713,48475,Ward,TX
8196,10714,48103,Crane,TX
8194,10715,48103,Crane,TX
8202,10716,48461,Upton,TX
8201,10717,48461,Upton,TX
8207,10718,48383,Reagan,TX
8205,10719,48383,Reagan,TX
8217,10720,48235,Irion,TX
8216,10721,48235,Irion,TX
8215,10722,48451,Tom Green,TX
8224,10723,48451,Tom Green,TX
8222,10724,48451,Tom Green,TX
8230,10725,48095,Concho,TX
8228,10726,48095,Concho,TX
8237,10727,48307,McCulloch,TX
8234,10728,48307,McCulloch,TX
8250,10729,48411,San Saba,TX
8246,10730,48333,Mills,TX
8243,10731,48333,Mills,TX
8258,10732,48281,Lampasas,TX
8255,10733,48099,Coryell,TX
8267,10734,48099,Coryell,TX
8264,10735,48309,McLennan,TX
8273,10736,48309,McLennan,TX
8272,10737,48145,Falls,TX
8281,10738,48293,Limestone,TX
8279,10739,48293,Limestone,TX
8292,10740,48289,Leon,TX
8290,10741,48289,Leon,TX
8289,10742,48225,Houston,TX
8300,10743,48225,Houston,TX
8299,10744,48225,Houston,TX
8309,10745,48005,Angelina,TX
8305,10746,48005,Angelina,TX
8316,10747,48347,Nacogdoches,TX
8314,10748,48405,San Augustine,TX
8332,10749,48403,Sabine,TX
8327,10750,22085,Sabine,LA
8325,10751,22085,Sabine,LA
8340,10752,22069,Natchitoches,LA
8338,10753,22079,Rapides,LA
8349,10754,22079,Rapides,LA
8346,10755,22079,Rapides,LA
8358,10756,22059,LaSalle,LA
8355,10757,22025,Catahoula,LA
8367,10758,22029,Concordia,LA
8366,10759,28001,Adams,MS
8386,10760,28037,Franklin,MS
8382,10761,28037,Franklin,MS
8377,10762,28005,Amite,MS
8396,10763,28085,Lincoln,MS
8392,10764,28077,Lawrence,MS
8404,10765,28091,Marion,MS
8402,10766,28073,Lamar,MS
8412,10767,28035,Forrest,MS
8411,10768,28111,Perry,MS
8429,10769,28111,Perry,MS
8424,10770,28041,Greene,MS
8422,10771,01129,Washington,AL
8436,10772,01129,Washington,AL
8433,10773,01025,Clarke,AL
8443,10774,01099,Monroe,AL
8439,10775,01099,Monroe,AL
8449,10776,01035,Conecuh,AL
8447,10777,01035,Conecuh,AL
8459,10778,01039,Covington,AL
8457,10779,01039,Covington,AL
8470,10780,01031,Coffee,AL
8468,10781,01031,Coffee,AL
8467,10782,01045,Dale,AL
8483,10783,01067,Henry,AL
8480,10784,01067,Henry,AL
8493,10785,13099,Early,GA
8489,10786,13007,Baker,GA
8504,10787,13007,Baker,GA
8501,10788,13205,Mitchell,GA
8526,10789,13321,Worth,GA
8522,10790,13277,Tift,GA
8515,10791,13019,Berrien,GA
8533,10792,13019,Berrien,GA
8532,10793,13003,Atkinson,GA
8545,10794,13299,Ware,GA
8540,10795,13229,Pierce,GA
8556,10796,13229,Pierce,GA
8554,10797,13305,Wayne,GA
8567,10798,13127,Glynn,GA
8563,10799,13191,McIntosh,GA
8573,10800,13191,McIntosh,GA
8122,10911,04019,Pima,AZ
8123,10912,04019,Pima,AZ
428,10913,04019,Pima,AZ
8124,10914,04019,Pima,AZ
5808,10915,04019,Pima,AZ
8130,10916,04023,Santa Cruz,AZ
560,10917,04023,Santa Cruz,AZ
8128,10918,04023,Santa Cruz,AZ
5809,10919,04003,Cochise,AZ
8135,10920,04003,Cochise,AZ
8139,10921,04003,Cochise,AZ
427,10922,04003,Cochise,AZ
8142,10923,04003,Cochise,AZ
5812,10924,04003,Cochise,AZ
8147,10925,35023,Hidalgo,NM
559,10926,35023,Hidalgo,NM
8146,10927,35023,Hidalgo,NM
27,10928,35023,Hidalgo,NM
558,10935,48141,El Paso,TX
8153,10936,48141,El Paso,TX
5814,10937,48229,Hudspeth,TX
8152,10938,48229,Hudspeth,TX
426,10939,48229,Hudspeth,TX
8158,10940,48229,Hudspeth,TX
8162,10941,48109,Culberson,TX
5816,10942,48109,Culberson,TX
8166,10943,48109,Culberson,TX
557,10944,48109,Culberson,TX
8175,10945,48389,Reeves,TX
5819,10946,48389,Reeves,TX
8170,10947,48475,Ward,TX
424,10948,48475,Ward,TX
8180,10949,48475,Ward,TX
5820,10950,48103,Crane,TX
8190,10951,48103,Crane,TX
8198,10952,48461,Upton,TX
554,10953,48461,Upton,TX
8203,10954,48383,Reagan,TX
5822,10955,48383,Reagan,TX
8211,10956,48431,Sterling,TX
420,10957,48431,Sterling,TX
8210,10958,48451,Tom Green,TX
5828,10959,48451,Tom Green,TX
8218,10960,48399,Runnels,TX
8225,10961,48399,Runnels,TX
550,10962,48083,Coleman,TX
8231,10963,48083,Coleman,TX
29,10964,48049,Brown,TX
8242,10965,48049,Brown,TX
417,10966,48333,Mills,TX
8239,10967,48193,Hamilton,TX
5829,10968,48193,Hamilton,TX
8252,10969,48193,Hamilton,TX
547,10970,48099,Coryell,TX
8260,10971,48309,McLennan,TX
8269,10972,48309,McLennan,TX
5832,10973,48309,McLennan,TX
8275,10974,48293,Limestone,TX
415,10975,48161,Freestone,TX
8286,10976,48161,Freestone,TX
5835,10977,48161,Freestone,TX
8283,10978,48001,Anderson,TX
543,10979,48001,Anderson,TX
8294,10980,48073,Cherokee,TX
8301,10981,48347,Nacogdoches,TX
5838,10982,48347,Nacogdoches,TX
8311,10983,48347,Nacogdoches,TX
414,10984,48419,Shelby,TX
8323,10985,48419,Shelby,TX
5839,10986,22085,Sabine,LA
8319,10987,22085,Sabine,LA
542,10988,22069,Natchitoches,LA
8335,10989,22069,Natchitoches,LA
5841,10990,22043,Grant,LA
8342,10991,22043,Grant,LA
8351,10992,22059,LaSalle,LA
412,10993,22025,Catahoula,LA
8361,10994,22029,Concordia,LA
5847,10995,28001,Adams,MS
8376,10996,28063,Jefferson,MS
540,10997,28063,Jefferson,MS
8373,10998,28085,Lincoln,MS
31,10999,28085,Lincoln,MS
8388,11000,28077,Lawrence,MS
8397,11001,28065,Jefferson Davis,MS
410,11002,28031,Covington,MS
8407,11003,28067,Jones,MS
5849,11004,28067,Jones,MS
8420,11005,28153,Wayne,MS
538,11006,28153,Wayne,MS
8417,11007,01129,Washington,AL
5852,11008,01129,Washington,AL
8430,11009,01025,Clarke,AL
407,11010,01025,Clarke,AL
8437,11011,01099,Monroe,AL
8446,11012,01099,Monroe,AL
5855,11013,01013,Butler,AL
8455,11014,01013,Butler,AL
535,11015,01041,Crenshaw,AL
8465,11016,01041,Crenshaw,AL
5856,11017,01109,Pike,AL
8462,11018,01045,Dale,AL
406,11019,01067,Henry,AL
8476,11020,01067,Henry,AL
8486,11021,13061,Clay,GA
5861,11022,13037,Calhoun,GA
8498,11023,13273,Terrell,GA
532,11024,13095,Dougherty,GA
8513,11025,13321,Worth,GA
5865,11026,13287,Turner,GA
8508,11027,13155,Irwin,GA
402,11028,13155,Irwin,GA
8527,11029,13069,Coffee,GA
5866,11030,13069,Coffee,GA
8539,11031,13005,Bacon,GA
8548,11032,13305,Wayne,GA
531,11033,13305,Wayne,GA
8561,11034,13183,Long,GA
32,11035,13191,McIntosh,GA
8572,11036,13179,Liberty,GA
9052,11144,04019,Pima,AZ
9051,11145,04019,Pima,AZ
9049,11146,04019,Pima,AZ
9048,11147,04019,Pima,AZ
9046,11148,04019,Pima,AZ
9045,11149,04019,Pima,AZ
9043,11150,04019,Pima,AZ
9042,11151,04019,Pima,AZ
9040,11152,04019,Pima,AZ
9039,11153,04019,Pima,AZ
9038,11154,04019,Pima,AZ
9034,11155,04003,Cochise,AZ
9033,11156,04003,Cochise,AZ
9031,11157,04003,Cochise,AZ
9030,11158,04003,Cochise,AZ
9028,11159,04003,Cochise,AZ
9026,11160,04003,Cochise,AZ
9024,11161,35023,Hidalgo,NM
9023,11162,35023,Hidalgo,NM
9020,11163,35017,Grant,NM
9017,11164,35029,Luna,NM
9014,11165,35029,Luna,NM
9012,11166,35029,Luna,NM
9011,11167,35029,Luna,NM
9007,11168,35013,,NM
9006,11169,35013,,NM
9004,11170,35013,,NM
9002,11171,48141,El Paso,TX
8999,11172,48141,El Paso,TX
8997,11173,48229,Hudspeth,TX
8996,11174,48229,Hudspeth,TX
8991,11175,48229,Hudspeth,TX
8990,11176,48229,Hudspeth,TX
8987,11177,48109,Culberson,TX
8985,11178,48109,Culberson,TX
8980,11179,48109,Culberson,TX
8979,11180,48109,Culberson,TX
8974,11181,48389,Reeves,TX
8972,11182,48301,Loving,TX
8970,11183,48301,Loving,TX
8963,11184,48495,Winkler,TX
8962,11185,48495,Winkler,TX
8957,11186,48135,Ector,TX
8955,11187,48135,Ector,TX
8951,11188,48329,Midland,TX
8950,11189,48329,Midland,TX
8945,11190,48173,Glasscock,TX
8943,11191,48173,Glasscock,TX
8939,11192,48431,Sterling,TX
8937,11193,48431,Sterling,TX
8936,11194,48081,Coke,TX
8929,11195,48081,Coke,TX
8927,11196,48399,Runnels,TX
8922,11197,48399,Runnels,TX
8921,11198,48083,Coleman,TX
8917,11199,48083,Coleman,TX
8916,11200,48049,Brown,TX
8911,11201,48049,Brown,TX
8910,11202,48093,Comanche,TX
8908,11203,48093,Comanche,TX
8898,11204,48193,Hamilton,TX
8897,11205,48035,Bosque,TX
8890,11206,48035,Bosque,TX
8887,11207,48035,Bosque,TX
8883,11208,48217,Hill,TX
8881,11209,48217,Hill,TX
8872,11210,48349,Navarro,TX
8870,11211,48349,Navarro,TX
8864,11212,48161,Freestone,TX
8863,11213,48001,Anderson,TX
8861,11214,48001,Anderson,TX
8854,11215,48073,Cherokee,TX
8852,11216,48073,Cherokee,TX
8849,11217,48401,Rusk,TX
8844,11218,48401,Rusk,TX
8838,11219,48419,Shelby,TX
8833,11220,48419,Shelby,TX
8831,11221,22031,De Soto,LA
8828,11222,22031,De Soto,LA
8824,11223,22069,Natchitoches,LA
8814,11224,22069,Natchitoches,LA
8812,11225,22127,Winn,LA
8807,11226,22127,Winn,LA
8804,11227,22127,Winn,LA
8796,11228,22059,LaSalle,LA
8794,11229,22025,Catahoula,LA
8789,11230,22025,Catahoula,LA
8783,11231,22107,Tensas,LA
8779,11232,28063,Jefferson,MS
8775,11233,28021,Claiborne,MS
8773,11234,28029,Copiah,MS
8763,11235,28029,Copiah,MS
8762,11236,28127,Simpson,MS
8755,11237,28127,Simpson,MS
8750,11238,28129,Smith,MS
8746,11239,28129,Smith,MS
8741,11240,28061,Jasper,MS
8735,11241,28023,Clarke,MS
8731,11242,28023,Clarke,MS
8728,11243,01023,Choctaw,AL
8720,11244,01025,Clarke,AL
8717,11245,01025,Clarke,AL
8712,11246,01025,Clarke,AL
8709,11247,01131,Wilcox,AL
8705,11248,01131,Wilcox,AL
8704,11249,01013,Butler,AL
8697,11250,01013,Butler,AL
8694,11251,01041,Crenshaw,AL
8688,11252,01109,Pike,AL
8685,11253,01109,Pike,AL
8683,11254,01005,Barbour,AL
8677,11255,01005,Barbour,AL
8672,11256,01005,Barbour,AL
8665,11257,13243,Randolph,GA
8662,11258,13243,Randolph,GA
8657,11259,13273,Terrell,GA
8652,11260,13177,Lee,GA
8643,11261,13081,Crisp,GA
8640,11262,13081,Crisp,GA
8634,11263,13315,Wilcox,GA
8624,11264,13271,Telfair,GA
8619,11265,13271,Telfair,GA
8614,11266,13161,Jeff Davis,GA
8608,11267,13001,Appling,GA
8601,11268,13267,Tattnall,GA
8598,11269,13183,Long,GA
8591,11270,13179,Liberty,GA
8589,11271,13179,Liberty,GA
8581,11272,13051,Chatham,GA
8579,11273,13051,Chatham,GA
5806,11376,04027,Yuma,AZ
9055,11377,04027,Yuma,AZ
5805,11378,04027,Yuma,AZ
9053,11379,04027,Yuma,AZ
5804,11380,04019,Pima,AZ
9050,11381,04019,Pima,AZ
5803,11382,04019,Pima,AZ
9047,11383,04019,Pima,AZ
9044,11384,04019,Pima,AZ
5802,11385,04019,Pima,AZ
9041,11386,04019,Pima,AZ
5801,11387,04019,Pima,AZ
9037,11388,04019,Pima,AZ
5800,11389,04019,Pima,AZ
9036,11390,04019,Pima,AZ
5798,11391,04003,Cochise,AZ
9032,11392,04003,Cochise,AZ
9029,11393,04003,Cochise,AZ
5797,11394,04003,Cochise,AZ
9025,11395,04003,Cochise,AZ
5795,11396,04003,Cochise,AZ
9019,11397,35023,Hidalgo,NM
5794,11398,35023,Hidalgo,NM
9018,11399,35017,Grant,NM
5792,11400,35029,Luna,NM
9013,11401,35029,Luna,NM
5790,11402,35029,Luna,NM
9009,11403,35029,Luna,NM
9005,11404,35013,,NM
5789,11405,35013,,NM
9001,11406,35013,,NM
5787,11407,35035,Otero,NM
8995,11408,35035,Otero,NM
5785,11409,35035,Otero,NM
8993,11410,35035,Otero,NM
5782,11411,35035,Otero,NM
8989,11412,35035,Otero,NM
8984,11413,35035,Otero,NM
5779,11414,35015,Eddy,NM
8975,11415,35015,Eddy,NM
5776,11416,35015,Eddy,NM
8967,11417,35015,Eddy,NM
5775,11418,35025,Lea,NM
8966,11419,35025,Lea,NM
5772,11420,35025,Lea,NM
8958,11421,48003,Andrews,TX
5768,11422,48003,Andrews,TX
8952,11423,48003,Andrews,TX
8948,11424,48317,Martin,TX
5767,11425,48317,Martin,TX
8941,11426,48227,Howard,TX
5764,11427,48227,Howard,TX
8935,11428,48335,Mitchell,TX
5761,11429,48335,Mitchell,TX
8930,11430,48353,Nolan,TX
5757,11431,48353,Nolan,TX
8926,11432,48441,Taylor,TX
8919,11433,48441,Taylor,TX
5755,11434,48059,Callahan,TX
8914,11435,48059,Callahan,TX
5751,11436,48059,Callahan,TX
8903,11437,48133,Eastland,TX
5748,11438,48093,Comanche,TX
8901,11439,48143,Erath,TX
5745,11440,48143,Erath,TX
8894,11441,48425,Somervell,TX
5740,11442,48035,Bosque,TX
8886,11443,48217,Hill,TX
8877,11444,48217,Hill,TX
5737,11445,48139,Ellis,TX
8868,11446,48349,Navarro,TX
5736,11447,48349,Navarro,TX
8860,11448,48349,Navarro,TX
5734,11449,48213,Henderson,TX
8856,11450,48213,Henderson,TX
5732,11451,48423,Smith,TX
8850,11452,48073,Cherokee,TX
8841,11453,48401,Rusk,TX
5727,11454,48401,Rusk,TX
8832,11455,48365,Panola,TX
5726,11456,48365,Panola,TX
8822,11457,22031,De Soto,LA
5723,11458,22031,De Soto,LA
8817,11459,22081,Red River,LA
5718,11460,22069,Natchitoches,LA
8808,11461,22127,Winn,LA
5716,11462,22127,Winn,LA
8799,11463,22127,Winn,LA
8791,11464,22021,Caldwell,LA
5714,11465,22041,Franklin,LA
8781,11466,22041,Franklin,LA
5710,11467,22107,Tensas,LA
8768,11468,22107,Tensas,LA
5707,11469,28021,Claiborne,MS
8767,11470,28049,Hinds,MS
5706,11471,28049,Hinds,MS
8757,11472,28121,Rankin,MS
8747,11473,28121,Rankin,MS
5702,11474,28129,Smith,MS
8740,11475,28129,Smith,MS
5698,11476,28061,Jasper,MS
8725,11477,28023,Clarke,MS
5696,11478,28023,Clarke,MS
8721,11479,01023,Choctaw,AL
5694,11480,01023,Choctaw,AL
8715,11481,01091,Marengo,AL
5692,11482,01091,Marengo,AL
8708,11483,01131,Wilcox,AL
8698,11484,01047,Dallas,AL
5691,11485,01085,Lowndes,AL
8691,11486,01085,Lowndes,AL
5686,11487,01101,Montgomery,AL
8681,11488,01101,Montgomery,AL
5685,11489,01011,Bullock,AL
8680,11490,01011,Bullock,AL
5680,11491,01005,Barbour,AL
8669,11492,01113,Russell,AL
8659,11493,13259,Stewart,GA
5674,11494,13307,Webster,GA
8647,11495,13261,Sumter,GA
5670,11496,13261,Sumter,GA
8632,11497,13093,Dooly,GA
5669,11498,13093,Dooly,GA
8627,11499,13315,Wilcox,GA
5665,11500,13091,Dodge,GA
8615,11501,13309,Wheeler,GA
5661,11502,13309,Wheeler,GA
8604,11503,13279,Toombs,GA
8594,11504,13267,Tattnall,GA
5659,11505,13109,Evans,GA
8583,11506,13029,Bryan,GA
5650,11507,13029,Bryan,GA
8575,11508,13051,Chatham,GA
5648,11509,45013,Beaufort,SC
8574,11510,45013,Beaufort,SC
9082,11609,04027,Yuma,AZ
9081,11610,04027,Yuma,AZ
9088,11611,04027,Yuma,AZ
9087,11612,04027,Yuma,AZ
9100,11613,04027,Yuma,AZ
9099,11614,04027,Yuma,AZ
9097,11615,04027,Yuma,AZ
9106,11616,04019,Pima,AZ
9105,11617,04019,Pima,AZ
9112,11618,04019,Pima,AZ
9111,11619,04019,Pima,AZ
9120,11620,04019,Pima,AZ
9119,11621,04019,Pima,AZ
9126,11622,04019,Pima,AZ
9125,11623,04019,Pima,AZ
9137,11624,04019,Pima,AZ
9136,11625,04019,Pima,AZ
9135,11626,04019,Pima,AZ
9144,11627,04003,Cochise,AZ
9142,11628,04003,Cochise,AZ
9152,11629,04003,Cochise,AZ
9150,11630,04003,Cochise,AZ
9165,11631,04003,Cochise,AZ
9161,11632,04003,Cochise,AZ
9177,11633,35023,Hidalgo,NM
9176,11634,35023,Hidalgo,NM
9174,11635,35017,Grant,NM
9185,11636,35029,Luna,NM
9183,11637,35029,Luna,NM
9195,11638,35029,Luna,NM
9194,11639,35029,Luna,NM
9202,11640,35013,,NM
9201,11641,35013,,NM
9211,11642,35013,,NM
9209,11643,35035,Otero,NM
9219,11644,35035,Otero,NM
9218,11645,35035,Otero,NM
9217,11646,35035,Otero,NM
9226,11647,35035,Otero,NM
9225,11648,35035,Otero,NM
9236,11649,35035,Otero,NM
9234,11650,35015,Eddy,NM
9243,11651,35015,Eddy,NM
9242,11652,35015,Eddy,NM
9255,11653,35015,Eddy,NM
9254,11654,35025,Lea,NM
9252,11655,35025,Lea,NM
9265,11656,35025,Lea,NM
9263,11657,48003,Andrews,TX
9274,11658,48003,Andrews,TX
9273,11659,48003,Andrews,TX
9287,11660,48317,Martin,TX
9285,11661,48317,Martin,TX
9299,11662,48227,Howard,TX
9298,11663,48227,Howard,TX
9323,11664,48335,Mitchell,TX
9321,11665,48335,Mitchell,TX
9319,11666,48353,Nolan,TX
9335,11667,48353,Nolan,TX
9334,11668,48441,Taylor,TX
9346,11669,48441,Taylor,TX
9344,11670,48059,Callahan,TX
9357,11671,48059,Callahan,TX
9356,11672,48059,Callahan,TX
9376,11673,48133,Eastland,TX
9373,11674,48133,Eastland,TX
9372,11675,48143,Erath,TX
9387,11676,48143,Erath,TX
9383,11677,48221,Hood,TX
9399,11678,48251,Johnson,TX
9396,11679,48251,Johnson,TX
9412,11680,48251,Johnson,TX
9410,11681,48139,Ellis,TX
9429,11682,48139,Ellis,TX
9428,11683,48257,Kaufman,TX
9454,11684,48213,Henderson,TX
9453,11685,48467,Van Zandt,TX
9450,11686,48467,Van Zandt,TX
