,weather_grid,fips,county,state
6198,4421,12087,Monroe,FL
6200,4424,12087,Monroe,FL
6199,4425,12087,Monroe,FL
6202,4426,12087,Monroe,FL
6201,4427,12087,Monroe,FL
6205,4428,12087,Monroe,FL
6204,4429,12087,Monroe,FL
436,4663,12087,Monroe,FL
35,4665,12087,Monroe,FL
6203,4666,12087,Monroe,FL
6221,4900,12087,Monroe,FL
6219,4901,12087,Monroe,FL
6218,4902,12086,Miami-Dade,FL
6209,4903,12087,Monroe,FL
6216,5136,12087,Monroe,FL
6196,5137,12087,Monroe,FL
6215,5138,12086,Miami-Dade,FL
6195,5139,12086,Miami-Dade,FL
6208,5140,12086,Miami-Dade,FL
6222,5371,12087,Monroe,FL
6214,5372,12087,Monroe,FL
6212,5373,12087,Monroe,FL
6211,5374,12086,Miami-Dade,FL
6207,5375,12086,Miami-Dade,FL
6206,5376,12086,Miami-Dade,FL
6188,5542,48061,Cameron,TX
6231,5543,48061,Cameron,TX
6233,5544,48061,Cameron,TX
6189,5605,12021,Collier,FL
6237,5606,12021,Collier,FL
438,5607,12021,Collier,FL
6245,5608,12021,Collier,FL
6191,5609,12086,Miami-Dade,FL
6242,5610,12086,Miami-Dade,FL
439,5611,12086,Miami-Dade,FL
6248,5612,12086,Miami-Dade,FL
6224,5774,48215,Hidalgo,TX
6223,5775,48215,Hidalgo,TX
6228,5776,48215,Hidalgo,TX
6226,5777,48215,Hidalgo,TX
6230,5778,48061,Cameron,TX
6229,5779,48061,Cameron,TX
6232,5780,48061,Cameron,TX
6234,5841,12021,Collier,FL
6236,5842,12021,Collier,FL
6235,5843,12021,Collier,FL
6241,5844,12021,Collier,FL
6239,5845,12011,Broward,FL
6238,5846,12011,Broward,FL
6247,5847,12011,Broward,FL
6246,5848,12011,Broward,FL
6302,6008,48427,Starr,TX
6301,6009,48427,Starr,TX
6300,6010,48427,Starr,TX
6297,6011,48215,Hidalgo,TX
6291,6012,48215,Hidalgo,TX
6290,6013,48489,Willacy,TX
6284,6014,48489,Willacy,TX
6281,6015,48061,Cameron,TX
6277,6016,48061,Cameron,TX
6275,6076,12071,Lee,FL
6273,6077,12071,Lee,FL
6271,6078,12021,Collier,FL
6269,6079,12021,Collier,FL
6263,6080,12051,Hendry,FL
6259,6081,12051,Hendry,FL
6257,6082,12099,Palm Beach,FL
6253,6083,12099,Palm Beach,FL
6251,6084,12099,Palm Beach,FL
6186,6244,48505,Zapata,TX
6296,6245,48427,Starr,TX
6185,6246,48427,Starr,TX
6293,6247,48215,Hidalgo,TX
6184,6248,48215,Hidalgo,TX
6286,6249,48261,Kenedy,TX
6182,6250,48261,Kenedy,TX
6279,6251,48261,Kenedy,TX
6276,6311,12071,Lee,FL
6272,6312,12071,Lee,FL
6181,6313,12071,Lee,FL
6265,6314,12071,Lee,FL
6179,6315,12051,Hendry,FL
6256,6316,12051,Hendry,FL
6178,6317,12099,Palm Beach,FL
6255,6318,12099,Palm Beach,FL
6176,6319,12099,Palm Beach,FL
6250,6320,12099,Palm Beach,FL
6305,6479,48505,Zapata,TX
6304,6480,48505,Zapata,TX
6317,6481,48247,Jim Hogg,TX
6314,6482,48247,Jim Hogg,TX
6311,6483,48047,Brooks,TX
6326,6484,48047,Brooks,TX
6323,6485,48261,Kenedy,TX
6329,6486,48261,Kenedy,TX
6328,6487,48261,Kenedy,TX
6335,6547,12015,Charlotte,FL
6343,6548,12015,Charlotte,FL
6341,6549,12015,Charlotte,FL
6353,6550,12015,Charlotte,FL
6349,6551,12043,Glades,FL
6367,6552,12043,Glades,FL
6364,6553,12099,Palm Beach,FL
6360,6554,12099,Palm Beach,FL
6372,6555,12099,Palm Beach,FL
6370,6556,12099,Palm Beach,FL
6303,6715,48505,Zapata,TX
6169,6716,48505,Zapata,TX
6309,6717,48247,Jim Hogg,TX
435,6718,48247,Jim Hogg,TX
6306,6719,48047,Brooks,TX
6170,6720,48047,Brooks,TX
6319,6721,48261,Kenedy,TX
443,6722,48261,Kenedy,TX
6327,6723,48261,Kenedy,TX
6171,6782,12115,Sarasota,FL
6331,6783,12115,Sarasota,FL
6337,6784,12115,Sarasota,FL
441,6785,12027,DeSoto,FL
6346,6786,12027,DeSoto,FL
6172,6787,12055,Highlands,FL
6358,6788,12043,Glades,FL
430,6789,12093,Okeechobee,FL
6355,6790,12085,Martin,FL
6174,6791,12085,Martin,FL
6368,6792,12085,Martin,FL
6490,6950,48479,Webb,TX
6485,6951,48479,Webb,TX
6483,6952,48479,Webb,TX
6476,6953,48479,Webb,TX
6473,6954,48131,Duval,TX
6471,6955,48131,Duval,TX
6463,6956,48249,Jim Wells,TX
6458,6957,48273,Kleberg,TX
6448,6958,48273,Kleberg,TX
6446,6959,48273,Kleberg,TX
6428,7018,12081,Manatee,FL
6427,7019,12115,Sarasota,FL
6418,7020,12081,Manatee,FL
6416,7021,12049,Hardee,FL
6407,7022,12049,Hardee,FL
6405,7023,12055,Highlands,FL
6398,7024,12055,Highlands,FL
6395,7025,12093,Okeechobee,FL
6394,7026,12111,St. Lucie,FL
6378,7027,12111,St. Lucie,FL
6376,7028,12111,St. Lucie,FL
6489,7185,48479,Webb,TX
6168,7186,48479,Webb,TX
6482,7187,48479,Webb,TX
6167,7188,48479,Webb,TX
6469,7189,48479,Webb,TX
6166,7190,48131,Duval,TX
6468,7191,48131,Duval,TX
6165,7192,48249,Jim Wells,TX
6454,7193,48355,Nueces,TX
6161,7194,48355,Nueces,TX
6443,7195,48355,Nueces,TX
6437,7196,48355,Nueces,TX
6431,7253,12103,Pinellas,FL
6160,7254,12081,Manatee,FL
6425,7255,12081,Manatee,FL
6414,7256,12081,Manatee,FL
6157,7257,12049,Hardee,FL
6404,7258,12049,Hardee,FL
6154,7259,12055,Highlands,FL
6389,7260,12093,Okeechobee,FL
6151,7261,12093,Okeechobee,FL
6387,7262,12061,Indian River,FL
6149,7263,12061,Indian River,FL
6488,7421,48479,Webb,TX
6487,7422,48479,Webb,TX
6481,7423,48479,Webb,TX
6480,7424,48479,Webb,TX
6466,7425,48479,Webb,TX
6465,7426,48131,Duval,TX
6464,7427,48131,Duval,TX
6453,7428,48249,Jim Wells,TX
6450,7429,48355,Nueces,TX
6442,7430,48355,Nueces,TX
6439,7431,48409,San Patricio,TX
6434,7432,48409,San Patricio,TX
6433,7433,48007,Aransas,TX
6430,7489,12103,Pinellas,FL
6422,7490,12103,Pinellas,FL
6421,7491,12057,Hillsborough,FL
6411,7492,12057,Hillsborough,FL
6409,7493,12105,Polk,FL
6401,7494,12105,Polk,FL
6399,7495,12105,Polk,FL
6385,7496,12097,Osceola,FL
6382,7497,12097,Osceola,FL
6379,7498,12009,Brevard,FL
6374,7499,12061,Indian River,FL
444,7655,48323,Maverick,TX
6495,7656,48479,Webb,TX
6500,7657,48479,Webb,TX
6140,7658,48479,Webb,TX
6505,7659,48283,La Salle,TX
445,7660,48283,La Salle,TX
6516,7661,48283,La Salle,TX
6141,7662,48311,McMullen,TX
6512,7663,48311,McMullen,TX
449,7664,48297,Live Oak,TX
6525,7665,48297,Live Oak,TX
6143,7666,48409,San Patricio,TX
6531,7667,48409,San Patricio,TX
6544,7668,48391,Refugio,TX
450,7669,48007,Aransas,TX
6548,7670,48057,Calhoun,TX
6551,7725,12103,Pinellas,FL
453,7726,12057,Hillsborough,FL
6557,7727,12057,Hillsborough,FL
6567,7728,12057,Hillsborough,FL
6146,7729,12105,Polk,FL
6575,7730,12105,Polk,FL
456,7731,12097,Osceola,FL
6584,7732,12097,Osceola,FL
6148,7733,12097,Osceola,FL
6583,7734,12009,Brevard,FL
6493,7891,48323,Maverick,TX
6492,7892,48323,Maverick,TX
6498,7893,48127,Dimmit,TX
6497,7894,48127,Dimmit,TX
6503,7895,48283,La Salle,TX
6501,7896,48283,La Salle,TX
6511,7897,48283,La Salle,TX
6509,7898,48311,McMullen,TX
6507,7899,48311,McMullen,TX
6521,7900,48297,Live Oak,TX
6519,7901,48025,Bee,TX
6530,7902,48025,Bee,TX
6526,7903,48391,Refugio,TX
6540,7904,48391,Refugio,TX
6537,7905,48391,Refugio,TX
6547,7906,48057,Calhoun,TX
6546,7907,48057,Calhoun,TX
6549,7908,48321,Matagorda,TX
6550,7961,12101,Pasco,FL
6556,7962,12101,Pasco,FL
6554,7963,12101,Pasco,FL
6565,7964,12101,Pasco,FL
6560,7965,12069,Lake,FL
6571,7966,12095,Orange,FL
6569,7967,12095,Orange,FL
6581,7968,12095,Orange,FL
6578,7969,12009,Brevard,FL
6577,7970,12009,Brevard,FL
6696,8126,48323,Maverick,TX
6138,8127,48323,Maverick,TX
6693,8128,48323,Maverick,TX
6687,8129,48127,Dimmit,TX
6136,8130,48127,Dimmit,TX
6682,8131,48283,La Salle,TX
6134,8132,48283,La Salle,TX
6675,8133,48283,La Salle,TX
6132,8134,48311,McMullen,TX
6672,8135,48013,Atascosa,TX
6131,8136,48297,Live Oak,TX
6664,8137,48025,Bee,TX
6125,8138,48175,Goliad,TX
6656,8139,48175,Goliad,TX
6647,8140,48469,Victoria,TX
6122,8141,48469,Victoria,TX
6641,8142,48057,Calhoun,TX
6121,8143,48057,Calhoun,TX
6633,8144,48321,Matagorda,TX
6118,8145,48321,Matagorda,TX
6632,8146,48321,Matagorda,TX
6117,8198,12053,Hernando,FL
6619,8199,12053,Hernando,FL
6610,8200,12119,Sumter,FL
6115,8201,12069,Lake,FL
6602,8202,12095,Orange,FL
6112,8203,12095,Orange,FL
6593,8204,12117,Seminole,FL
6108,8205,12009,Brevard,FL
6591,8206,12009,Brevard,FL
6698,8351,48043,Brewster,TX
6697,8352,48043,Brewster,TX
6695,8362,48323,Maverick,TX
6691,8363,48323,Maverick,TX
6689,8364,48323,Maverick,TX
6686,8365,48507,Zavala,TX
6685,8366,48507,Zavala,TX
6680,8367,48163,Frio,TX
6678,8368,48163,Frio,TX
6670,8369,48163,Frio,TX
6668,8370,48013,Atascosa,TX
6667,8371,48013,Atascosa,TX
6658,8372,48255,Karnes,TX
6657,8373,48255,Karnes,TX
6654,8374,48123,DeWitt,TX
6651,8375,48175,Goliad,TX
6644,8376,48469,Victoria,TX
6642,8377,48469,Victoria,TX
6638,8378,48239,Jackson,TX
6634,8379,48239,Jackson,TX
6630,8380,48321,Matagorda,TX
6629,8381,48321,Matagorda,TX
6627,8382,48321,Matagorda,TX
6625,8383,48039,Brazoria,TX
6624,8384,48039,Brazoria,TX
6623,8407,22075,Plaquemines,LA
6622,8408,22075,Plaquemines,LA
6621,8433,12075,Levy,FL
6616,8434,12017,Citrus,FL
6615,8435,12017,Citrus,FL
6608,8436,12119,Sumter,FL
6606,8437,12069,Lake,FL
6601,8438,12069,Lake,FL
6596,8439,12069,Lake,FL
6590,8440,12127,Volusia,FL
6588,8441,12127,Volusia,FL
6585,8442,12009,Brevard,FL
6704,8585,48043,Brewster,TX
6703,8586,48043,Brewster,TX
6702,8587,48043,Brewster,TX
6707,8588,48043,Brewster,TX
6706,8589,48043,Brewster,TX
6714,8597,48271,Kinney,TX
6711,8598,48271,Kinney,TX
6721,8599,48271,Kinney,TX
6718,8600,48271,Kinney,TX
6726,8601,48463,Uvalde,TX
6724,8602,48463,Uvalde,TX
6733,8603,48325,Medina,TX
6730,8604,48325,Medina,TX
6748,8605,48325,Medina,TX
6745,8606,48013,Atascosa,TX
6742,8607,48493,Wilson,TX
6758,8608,48493,Wilson,TX
6756,8609,48493,Wilson,TX
6763,8610,48123,DeWitt,TX
6761,8611,48123,DeWitt,TX
6775,8612,48123,DeWitt,TX
6773,8613,48285,Lavaca,TX
6784,8614,48239,Jackson,TX
6782,8615,48481,Wharton,TX
6796,8616,48481,Wharton,TX
6793,8617,48321,Matagorda,TX
6791,8618,48039,Brazoria,TX
6802,8619,48039,Brazoria,TX
6800,8620,48039,Brazoria,TX
6804,8621,48167,Galveston,TX
6805,8635,22109,Terrebonne,LA
6812,8636,22109,Terrebonne,LA
6811,8637,22109,Terrebonne,LA
6810,8638,22109,Terrebonne,LA
6817,8639,22057,Lafourche,LA
6816,8640,22057,Lafourche,LA
6822,8641,22051,Jefferson,LA
6821,8642,22075,Plaquemines,LA
6825,8643,22075,Plaquemines,LA
6824,8644,22075,Plaquemines,LA
6831,8668,12075,Levy,FL
6830,8669,12075,Levy,FL
6840,8670,12075,Levy,FL
6835,8671,12083,Marion,FL
6845,8672,12083,Marion,FL
6844,8673,12083,Marion,FL
6854,8674,12069,Lake,FL
6852,8675,12127,Volusia,FL
6859,8676,12127,Volusia,FL
6858,8677,12127,Volusia,FL
475,8820,48377,Presidio,TX
6700,8821,48377,Presidio,TX
36,8822,48043,Brewster,TX
6699,8823,48043,Brewster,TX
474,8824,48043,Brewster,TX
6705,8825,48043,Brewster,TX
6710,8832,48465,Val Verde,TX
472,8833,48465,Val Verde,TX
6709,8834,48271,Kinney,TX
6096,8835,48271,Kinney,TX
6716,8836,48271,Kinney,TX
6723,8837,48463,Uvalde,TX
471,8838,48463,Uvalde,TX
6729,8839,48325,Medina,TX
37,8840,48325,Medina,TX
6740,8841,48325,Medina,TX
470,8842,48029,Bexar,TX
6736,8843,48029,Bexar,TX
6099,8844,48493,Wilson,TX
6750,8845,48187,Guadalupe,TX
469,8846,48177,Gonzales,TX
6760,8847,48177,Gonzales,TX
6769,8848,48285,Lavaca,TX
429,8849,48285,Lavaca,TX
6780,8850,48285,Lavaca,TX
467,8851,48481,Wharton,TX
6790,8852,48481,Wharton,TX
6101,8853,48157,Fort Bend,TX
6788,8854,48157,Fort Bend,TX
464,8855,48039,Brazoria,TX
6799,8856,48167,Galveston,TX
6803,8857,48167,Galveston,TX
38,8858,48167,Galveston,TX
463,8869,22045,Iberia,LA
6103,8871,22109,Terrebonne,LA
6808,8872,22109,Terrebonne,LA
462,8873,22109,Terrebonne,LA
6807,8874,22109,Terrebonne,LA
39,8875,22057,Lafourche,LA
6814,8876,22057,Lafourche,LA
6820,8877,22075,Plaquemines,LA
461,8878,22075,Plaquemines,LA
6823,8879,22075,Plaquemines,LA
6105,8880,22075,Plaquemines,LA
6826,8903,12029,Dixie,FL
460,8904,12029,Dixie,FL
6827,8905,12075,Levy,FL
6107,8906,12075,Levy,FL
6832,8907,12083,Marion,FL
6841,8908,12083,Marion,FL
457,8909,12083,Marion,FL
6847,8910,12107,Putnam,FL
43,8911,12035,Flagler,FL
6857,8912,12035,Flagler,FL
7119,9054,48377,Presidio,TX
7118,9055,48377,Presidio,TX
7117,9056,48377,Presidio,TX
7114,9057,48377,Presidio,TX
7113,9058,48043,Brewster,TX
7112,9059,48043,Brewster,TX
7108,9060,48043,Brewster,TX
7107,9061,48043,Brewster,TX
7105,9062,48043,Brewster,TX
7101,9067,48465,Val Verde,TX
7099,9068,48465,Val Verde,TX
7098,9069,48465,Val Verde,TX
7097,9070,48137,Edwards,TX
7091,9071,48137,Edwards,TX
7089,9072,48137,Edwards,TX
7083,9073,48385,Real,TX
7080,9074,48463,Uvalde,TX
7074,9075,48019,Bandera,TX
7072,9076,48019,Bandera,TX
7067,9077,48019,Bandera,TX
7063,9078,48029,Bexar,TX
7060,9079,48029,Bexar,TX
7052,9080,48187,Guadalupe,TX
7049,9081,48187,Guadalupe,TX
7044,9082,48177,Gonzales,TX
7041,9083,48177,Gonzales,TX
7034,9084,48285,Lavaca,TX
7031,9085,48285,Lavaca,TX
7025,9086,48089,Colorado,TX
7023,9087,48089,Colorado,TX
7014,9088,48015,Austin,TX
7011,9089,48157,Fort Bend,TX
7009,9090,48157,Fort Bend,TX
7005,9091,48201,Harris,TX
7001,9092,48201,Harris,TX
6994,9093,48071,Chambers,TX
6992,9094,48071,Chambers,TX
6986,9095,48071,Chambers,TX
6985,9096,48245,Jefferson,TX
6980,9097,48245,Jefferson,TX
6979,9098,22023,Cameron,LA
6974,9100,22023,Cameron,LA
6973,9101,22023,Cameron,LA
6970,9102,22113,Vermilion,LA
6969,9103,22113,Vermilion,LA
6966,9104,22113,Vermilion,LA
6965,9105,22045,Iberia,LA
6961,9106,22101,St. Mary,LA
6960,9107,22101,St. Mary,LA
6954,9108,22109,Terrebonne,LA
6950,9109,22109,Terrebonne,LA
6947,9110,22057,Lafourche,LA
6938,9111,22057,Lafourche,LA
6934,9112,22051,Jefferson,LA
6928,9113,22075,Plaquemines,LA
6926,9114,22075,Plaquemines,LA
6920,9115,22087,St. Bernard,LA
6918,9117,22087,St. Bernard,LA
6915,9131,12045,Gulf,FL
6913,9132,12037,Franklin,FL
6909,9133,12037,Franklin,FL
6908,9134,12037,Franklin,FL
6904,9138,12123,Taylor,FL
6902,9139,12029,Dixie,FL
6897,9140,12029,Dixie,FL
6894,9141,12041,Gilchrist,FL
6887,9142,12001,Alachua,FL
6885,9143,12001,Alachua,FL
6879,9144,12001,Alachua,FL
6875,9145,12107,Putnam,FL
6868,9146,12107,Putnam,FL
6866,9147,12035,Flagler,FL
6861,9148,12035,Flagler,FL
6095,9290,48377,Presidio,TX
7116,9291,48377,Presidio,TX
6094,9292,48377,Presidio,TX
7110,9293,48377,Presidio,TX
6093,9294,48043,Brewster,TX
7109,9295,48043,Brewster,TX
6092,9296,48043,Brewster,TX
7106,9297,48043,Brewster,TX
6091,9298,48043,Brewster,TX
7104,9299,48043,Brewster,TX
7102,9300,48443,Terrell,TX
6089,9301,48443,Terrell,TX
7100,9302,48465,Val Verde,TX
6088,9303,48465,Val Verde,TX
7094,9304,48465,Val Verde,TX
6087,9305,48465,Val Verde,TX
7093,9306,48137,Edwards,TX
6086,9307,48137,Edwards,TX
7085,9308,48137,Edwards,TX
7077,9309,48385,Real,TX
6085,9310,48385,Real,TX
7070,9311,48019,Bandera,TX
6082,9312,48265,Kerr,TX
7059,9313,48259,Kendall,TX
6080,9314,48259,Kendall,TX
7054,9315,48091,Comal,TX
6076,9316,48091,Comal,TX
7048,9317,48209,Hays,TX
6072,9318,48055,Caldwell,TX
7038,9319,48021,Bastrop,TX
7027,9320,48149,Fayette,TX
6071,9321,48149,Fayette,TX
7020,9322,48089,Colorado,TX
6068,9323,48015,Austin,TX
7007,9324,48015,Austin,TX
6067,9325,48473,Waller,TX
7006,9326,48201,Harris,TX
6064,9327,48201,Harris,TX
6997,9328,48201,Harris,TX
6991,9329,48291,Liberty,TX
6062,9330,48071,Chambers,TX
6983,9331,48245,Jefferson,TX
6061,9332,48245,Jefferson,TX
6976,9333,48245,Jefferson,TX
6060,9334,22023,Cameron,LA
6975,9335,22023,Cameron,LA
6059,9336,22023,Cameron,LA
6972,9337,22023,Cameron,LA
6058,9338,22023,Cameron,LA
6968,9339,22113,Vermilion,LA
6963,9340,22113,Vermilion,LA
6056,9341,22045,Iberia,LA
6957,9342,22101,St. Mary,LA
6050,9343,22099,St. Martin,LA
6946,9344,22007,Assumption,LA
6046,9345,22057,Lafourche,LA
6940,9346,22057,Lafourche,LA
6045,9347,22089,St. Charles,LA
6929,9348,22051,Jefferson,LA
6922,9349,22087,St. Bernard,LA
6041,9350,22087,St. Bernard,LA
6919,9351,22087,St. Bernard,LA
6040,9352,22087,St. Bernard,LA
6917,9353,22087,St. Bernard,LA
6916,9366,12005,Bay,FL
6038,9367,12045,Gulf,FL
6912,9368,12045,Gulf,FL
6907,9369,12037,Franklin,FL
6036,9370,12037,Franklin,FL
6905,9371,12037,Franklin,FL
6901,9373,12123,Taylor,FL
6035,9374,12123,Taylor,FL
6900,9375,12123,Taylor,FL
6034,9376,12067,Lafayette,FL
6889,9377,12041,Gilchrist,FL
6031,9378,12023,Columbia,FL
6883,9379,12001,Alachua,FL
6872,9380,12007,Bradford,FL
6028,9381,12019,Clay,FL
6865,9382,12019,Clay,FL
6026,9383,12109,St. Johns,FL
6860,9384,12109,St. Johns,FL
7128,9526,48377,Presidio,TX
7135,9527,48377,Presidio,TX
7134,9528,48377,Presidio,TX
7149,9529,48377,Presidio,TX
7148,9530,48043,Brewster,TX
7147,9531,48043,Brewster,TX
7158,9532,48043,Brewster,TX
7157,9533,48043,Brewster,TX
7166,9534,48371,Pecos,TX
7164,9535,48443,Terrell,TX
7177,9536,48443,Terrell,TX
7175,9537,48443,Terrell,TX
7185,9538,48465,Val Verde,TX
7184,9539,48465,Val Verde,TX
7200,9540,48465,Val Verde,TX
7199,9541,48465,Val Verde,TX
7198,9542,48137,Edwards,TX
7211,9543,48137,Edwards,TX
7210,9544,48137,Edwards,TX
7223,9545,48137,Edwards,TX
7219,9546,48265,Kerr,TX
7235,9547,48265,Kerr,TX
7233,9548,48265,Kerr,TX
7256,9549,48171,Gillespie,TX
7255,9550,48259,Kendall,TX
7250,9551,48031,Blanco,TX
7272,9552,48209,Hays,TX
7268,9553,48209,Hays,TX
7283,9554,48453,Travis,TX
7282,9555,48021,Bastrop,TX
7302,9556,48021,Bastrop,TX
7298,9557,48287,Lee,TX
7316,9558,48477,Washington,TX
7314,9559,48477,Washington,TX
7339,9560,48473,Waller,TX
7334,9561,48473,Waller,TX
7330,9562,48201,Harris,TX
7352,9563,48339,Montgomery,TX
7348,9564,48201,Harris,TX
7363,9565,48291,Liberty,TX
7362,9566,48291,Liberty,TX
7375,9567,48199,Hardin,TX
7371,9568,48245,Jefferson,TX
7395,9569,48361,Orange,TX
7391,9570,22019,Calcasieu,LA
7387,9571,22019,Calcasieu,LA
7408,9572,22019,Calcasieu,LA
7405,9573,22053,Jefferson Davis,LA
7421,9574,22053,Jefferson Davis,LA
7417,9575,22001,Acadia,LA
7436,9576,22055,Lafayette,LA
7431,9577,22099,St. Martin,LA
7455,9578,22099,St. Martin,LA
7450,9579,22047,Iberville,LA
7483,9580,22047,Iberville,LA
7480,9581,22005,Ascension,LA
7478,9582,22095,St. John the Baptist,LA
7503,9583,22095,St. John the Baptist,LA
7496,9584,22051,Jefferson,LA
7516,9585,22071,Orleans,LA
7513,9586,22103,St. Tammany,LA
7528,9587,22087,St. Bernard,LA
7526,9588,22087,St. Bernard,LA
7546,9589,22087,St. Bernard,LA
7545,9590,28059,Jackson,MS
7544,9591,28059,Jackson,MS
7555,9592,01097,Mobile,AL
7553,9593,01003,Baldwin,AL
7563,9594,01003,Baldwin,AL
7585,9601,12005,Bay,FL
7584,9602,12005,Bay,FL
7599,9603,12045,Gulf,FL
7596,9604,12077,Liberty,FL
7616,9605,12077,Liberty,FL
7614,9606,12129,Wakulla,FL
7631,9607,12129,Wakulla,FL
7629,9608,12129,Wakulla,FL
7655,9609,12123,Taylor,FL
7653,9610,12123,Taylor,FL
7652,9611,12123,Taylor,FL
7669,9612,12121,Suwannee,FL
7667,9613,12121,Suwannee,FL
7686,9614,12023,Columbia,FL
7681,9615,12125,Union,FL
7702,9616,12003,Baker,FL
7698,9617,12019,Clay,FL
7713,9618,12031,Duval,FL
7712,9619,12109,St. Johns,FL
7127,9761,48377,Presidio,TX
476,9762,48377,Presidio,TX
7132,9763,48377,Presidio,TX
5971,9764,48377,Presidio,TX
7144,9765,48377,Presidio,TX
477,9766,48043,Brewster,TX
7143,9767,48043,Brewster,TX
5974,9768,48043,Brewster,TX
7154,9769,48371,Pecos,TX
479,9770,48371,Pecos,TX
7162,9771,48371,Pecos,TX
7174,9772,48443,Terrell,TX
5975,9773,48443,Terrell,TX
7182,9774,48105,Crockett,TX
481,9775,48105,Crockett,TX
7195,9776,48105,Crockett,TX
5978,9777,48435,Sutton,TX
7192,9778,48435,Sutton,TX
483,9779,48435,Sutton,TX
7208,9780,48435,Sutton,TX
7216,9781,48267,Kimble,TX
5981,9782,48267,Kimble,TX
7228,9783,48267,Kimble,TX
486,9784,48171,Gillespie,TX
7247,9785,48171,Gillespie,TX
5983,9786,48171,Gillespie,TX
7243,9787,48031,Blanco,TX
487,9788,48453,Travis,TX
7265,9789,48453,Travis,TX
5986,9790,48453,Travis,TX
7280,9791,48021,Bastrop,TX
7294,9792,48287,Lee,TX
492,9793,48287,Lee,TX
7311,9794,48051,Burleson,TX
5990,9795,48051,Burleson,TX
7329,9796,48185,Grimes,TX
493,9797,48185,Grimes,TX
7326,9798,48339,Montgomery,TX
5992,9799,48339,Montgomery,TX
7345,9800,48407,San Jacinto,TX
7360,9801,48291,Liberty,TX
495,9802,48199,Hardin,TX
7369,9803,48199,Hardin,TX
5994,9804,48199,Hardin,TX
7385,9805,48351,Newton,TX
500,9806,22019,Calcasieu,LA
7383,9807,22019,Calcasieu,LA
5998,9808,22019,Calcasieu,LA
7402,9809,22053,Jefferson Davis,LA
503,9810,22053,Jefferson Davis,LA
7414,9811,22001,Acadia,LA
7430,9812,22097,St. Landry,LA
6000,9813,22099,St. Martin,LA
7446,9814,22047,Iberville,LA
505,9815,22047,Iberville,LA
7470,9816,22033,East Baton Rouge,LA
6004,9817,22063,Livingston,LA
7467,9818,22063,Livingston,LA
509,9819,22105,Tangipahoa,LA
7494,9820,22103,St. Tammany,LA
7510,9821,22103,St. Tammany,LA
6008,9822,28045,Hancock,MS
7525,9823,28045,Hancock,MS
511,9824,28047,Harrison,MS
7542,9825,28059,Jackson,MS
6009,9826,28059,Jackson,MS
7539,9827,01097,Mobile,AL
512,9828,01097,Mobile,AL
7552,9829,01003,Baldwin,AL
6011,9830,01003,Baldwin,AL
7561,9831,12033,Escambia,FL
7568,9832,12113,Santa Rosa,FL
513,9833,12113,Santa Rosa,FL
7573,9834,12091,Okaloosa,FL
6012,9835,12131,Walton,FL
7583,9836,12131,Walton,FL
518,9837,12005,Bay,FL
7582,9838,12005,Bay,FL
6014,9839,12013,Calhoun,FL
7592,9840,12013,Calhoun,FL
7610,9841,12077,Liberty,FL
521,9842,12073,Leon,FL
7626,9843,12073,Leon,FL
6018,9844,12073,Leon,FL
7647,9845,12065,Jefferson,FL
524,9846,12079,Madison,FL
7644,9847,12079,Madison,FL
6021,9848,12121,Suwannee,FL
7664,9849,12047,Hamilton,FL
526,9850,12023,Columbia,FL
7680,9851,12003,Baker,FL
7696,9852,12003,Baker,FL
6025,9853,12031,Duval,FL
7710,9854,12031,Duval,FL
528,9855,12031,Duval,FL
7120,9996,48229,Hudspeth,TX
7126,9997,48243,Jeff Davis,TX
7122,9998,48243,Jeff Davis,TX
7131,9999,48243,Jeff Davis,TX
7129,10000,48243,Jeff Davis,TX
7142,10001,48243,Jeff Davis,TX
7141,10002,48243,Jeff Davis,TX
7136,10003,48371,Pecos,TX
7152,10004,48371,Pecos,TX
7151,10005,48371,Pecos,TX
7161,10006,48371,Pecos,TX
7159,10007,48371,Pecos,TX
7173,10008,48443,Terrell,TX
7170,10009,48443,Terrell,TX
7180,10010,48105,Crockett,TX
7178,10011,48105,Crockett,TX
7191,10012,48105,Crockett,TX
7188,10013,48435,Sutton,TX
7186,10014,48435,Sutton,TX
7205,10015,48435,Sutton,TX
7202,10016,48435,Sutton,TX
7214,10017,48267,Kimble,TX
7212,10018,48267,Kimble,TX
7226,10019,48319,Mason,TX
7224,10020,48319,Mason,TX
7242,10021,48299,Llano,TX
7240,10022,48299,Llano,TX
7237,10023,48053,Burnet,TX
7264,10024,48053,Burnet,TX
7260,10025,48491,Williamson,TX
7276,10026,48491,Williamson,TX
7273,10027,48491,Williamson,TX
7292,10028,48331,Milam,TX
7289,10029,48331,Milam,TX
7307,10030,48051,Burleson,TX
7303,10031,48041,Brazos,TX
7325,10032,48185,Grimes,TX
7321,10033,48185,Grimes,TX
7319,10034,48471,Walker,TX
7343,10035,48471,Walker,TX
7340,10036,48407,San Jacinto,TX
7357,10037,48373,Polk,TX
7355,10038,48373,Polk,TX
7367,10039,48457,Tyler,TX
7365,10040,48457,Tyler,TX
7381,10041,48351,Newton,TX
7378,10042,22011,Beauregard,LA
7377,10043,22011,Beauregard,LA
7400,10044,22011,Beauregard,LA
7399,10045,22003,Allen,LA
7413,10046,22003,Allen,LA
7410,10047,22039,Evangeline,LA
7427,10048,22097,St. Landry,LA
