weather_grid (Trip)	stationID (Meridith)	lat	lon
8019	20006	41.125	-80.625
7896	19883	41.125	-111.375
7423	19319	40.375	-75.375
7258	19154	40.375	-116.625
7818	19778	40.875	-78.625
7679	19639	40.875	-113.375
8628	20680	41.875	-89.125
8573	20625	41.875	-102.875
7226	19089	40.125	-73.875
7049	18912	40.125	-118.125
7620	19549	40.625	-76.875
7467	19396	40.625	-115.125
8425	20459	41.625	-85.375
8340	20374	41.625	-106.625
6230	17948	39.125	-123.125
8629	20681	41.875	-88.875
8572	20624	41.875	-103.125
8220	20234	41.375	-82.625
8113	20127	41.375	-109.375
8020	20007	41.125	-80.375
7895	19882	41.125	-111.625
6636	18429	39.625	-120.875
8426	20460	41.625	-85.125
8339	20373	41.625	-106.875
8630	20682	41.875	-88.625
8571	20623	41.875	-103.375
6841	18670	39.875	-119.625
7424	19320	40.375	-75.125
7257	19153	40.375	-116.875
7819	19779	40.875	-78.375
7678	19638	40.875	-113.625
6432	18188	39.375	-122.125
8221	20235	41.375	-82.375
8112	20126	41.375	-109.625
7621	19550	40.625	-76.625
7466	19395	40.625	-115.375
8631	20683	41.875	-88.375
8570	20622	41.875	-103.625
7048	18911	40.125	-118.375
8427	20461	41.625	-84.875
8338	20372	41.625	-107.125
8021	20008	41.125	-80.125
7894	19881	41.125	-111.875
8632	20684	41.875	-88.125
8569	20621	41.875	-103.875
6229	17947	39.125	-123.375
8222	20236	41.375	-82.125
8111	20125	41.375	-109.875
8815	20889	42.125	-95.875
8814	20888	42.125	-96.125
8816	20890	42.125	-95.625
8813	20887	42.125	-96.375
8817	20891	42.125	-95.375
8812	20886	42.125	-96.625
7820	19780	40.875	-78.125
7677	19637	40.875	-113.875
8428	20462	41.625	-84.625
8337	20371	41.625	-107.375
8818	20892	42.125	-95.125
8811	20885	42.125	-96.875
8819	20893	42.125	-94.875
8810	20884	42.125	-97.125
8633	20685	41.875	-87.875
8568	20620	41.875	-104.125
8820	20894	42.125	-94.625
8809	20883	42.125	-97.375
7425	19321	40.375	-74.875
7256	19152	40.375	-117.125
6635	18428	39.625	-121.125
6840	18669	39.875	-119.875
8821	20895	42.125	-94.375
8808	20882	42.125	-97.625
7622	19551	40.625	-76.375
7465	19394	40.625	-115.625
8822	20896	42.125	-94.125
8807	20881	42.125	-97.875
8022	20009	41.125	-79.875
7893	19880	41.125	-112.125
8823	20897	42.125	-93.875
8806	20880	42.125	-98.125
8634	20686	41.875	-87.625
8567	20619	41.875	-104.375
8824	20898	42.125	-93.625
8805	20879	42.125	-98.375
6431	18187	39.375	-122.375
7047	18910	40.125	-118.625
8429	20463	41.625	-84.375
8336	20370	41.625	-107.625
8825	20899	42.125	-93.375
8804	20878	42.125	-98.625
8223	20237	41.375	-81.875
8110	20124	41.375	-110.125
8826	20900	42.125	-93.125
8803	20877	42.125	-98.875
7821	19781	40.875	-77.875
7676	19636	40.875	-114.125
8827	20901	42.125	-92.875
8802	20876	42.125	-99.125
8635	20687	41.875	-87.375
8566	20618	41.875	-104.625
8828	20902	42.125	-92.625
8801	20875	42.125	-99.375
8023	20010	41.125	-79.625
7892	19879	41.125	-112.375
8430	20464	41.625	-84.125
8335	20369	41.625	-107.875
6228	17946	39.125	-123.625
7426	19322	40.375	-74.625
7255	19151	40.375	-117.375
8829	20903	42.125	-92.375
8800	20874	42.125	-99.625
7623	19552	40.625	-76.125
7464	19393	40.625	-115.875
8224	20238	41.375	-81.625
8109	20123	41.375	-110.375
8636	20688	41.875	-87.125
8565	20617	41.875	-104.875
6839	18668	39.875	-120.125
8830	20904	42.125	-92.125
8799	20873	42.125	-99.875
6634	18427	39.625	-121.375
8831	20905	42.125	-91.875
8798	20872	42.125	-100.125
7046	18909	40.125	-118.875
8431	20465	41.625	-83.875
8334	20368	41.625	-108.125
8637	20689	41.875	-86.875
8564	20616	41.875	-105.125
7822	19782	40.875	-77.625
7675	19635	40.875	-114.375
8832	20906	42.125	-91.625
8797	20871	42.125	-100.375
6430	18186	39.375	-122.625
8024	20011	41.125	-79.375
7891	19878	41.125	-112.625
8833	20907	42.125	-91.375
8796	20870	42.125	-100.625
8225	20239	41.375	-81.375
8108	20122	41.375	-110.625
8638	20690	41.875	-86.625
8563	20615	41.875	-105.375
7624	19553	40.625	-75.875
7463	19392	40.625	-116.125
8834	20908	42.125	-91.125
8795	20869	42.125	-100.875
7427	19323	40.375	-74.375
7254	19150	40.375	-117.625
8432	20466	41.625	-83.625
8333	20367	41.625	-108.375
8835	20909	42.125	-90.875
8794	20868	42.125	-101.125
6838	18667	39.875	-120.375
6633	18426	39.625	-121.625
8639	20691	41.875	-86.375
8562	20614	41.875	-105.625
7823	19783	40.875	-77.375
7674	19634	40.875	-114.625
8836	20910	42.125	-90.625
8793	20867	42.125	-101.375
8226	20240	41.375	-81.125
8107	20121	41.375	-110.875
8025	20012	41.125	-79.125
7890	19877	41.125	-112.875
7045	18908	40.125	-119.125
8433	20467	41.625	-83.375
8332	20366	41.625	-108.625
8837	20911	42.125	-90.375
8792	20866	42.125	-101.625
6429	18185	39.375	-122.875
8640	20692	41.875	-86.125
8561	20613	41.875	-105.875
7625	19554	40.625	-75.625
7462	19391	40.625	-116.375
8838	20912	42.125	-90.125
8791	20865	42.125	-101.875
7428	19324	40.375	-74.125
7253	19149	40.375	-117.875
8227	20241	41.375	-80.875
8106	20120	41.375	-111.125
8434	20468	41.625	-83.125
8331	20365	41.625	-108.875
8839	20913	42.125	-89.875
8790	20864	42.125	-102.125
8026	20013	41.125	-78.875
7889	19876	41.125	-113.125
7824	19784	40.875	-77.125
7673	19633	40.875	-114.875
8641	20693	41.875	-85.875
8560	20612	41.875	-106.125
6837	18666	39.875	-120.625
8840	20914	42.125	-89.625
8789	20863	42.125	-102.375
7044	18907	40.125	-119.375
6632	18425	39.625	-121.875
8642	20694	41.875	-85.625
8559	20611	41.875	-106.375
8435	20469	41.625	-82.875
8330	20364	41.625	-109.125
8841	20915	42.125	-89.375
8788	20862	42.125	-102.625
8228	20242	41.375	-80.625
8105	20119	41.375	-111.375
7626	19555	40.625	-75.375
7461	19390	40.625	-116.625
7429	19325	40.375	-73.875
7252	19148	40.375	-118.125
8027	20014	41.125	-78.625
7888	19875	41.125	-113.375
6428	18184	39.375	-123.125
8842	20916	42.125	-89.125
8787	20861	42.125	-102.875
7825	19785	40.875	-76.875
7672	19632	40.875	-115.125
8643	20695	41.875	-85.375
8558	20610	41.875	-106.625
8436	20470	41.625	-82.625
8329	20363	41.625	-109.375
8843	20917	42.125	-88.875
8786	20860	42.125	-103.125
8229	20243	41.375	-80.375
8104	20118	41.375	-111.625
6836	18665	39.875	-120.875
7043	18906	40.125	-119.625
8644	20696	41.875	-85.125
8557	20609	41.875	-106.875
8844	20918	42.125	-88.625
8785	20859	42.125	-103.375
6631	18424	39.625	-122.125
7627	19556	40.625	-75.125
7460	19389	40.625	-116.875
8028	20015	41.125	-78.375
7887	19874	41.125	-113.625
7826	19786	40.875	-76.625
7671	19631	40.875	-115.375
8437	20471	41.625	-82.375
8328	20362	41.625	-109.625
7251	19147	40.375	-118.375
8845	20919	42.125	-88.375
8784	20858	42.125	-103.625
8645	20697	41.875	-84.875
8556	20608	41.875	-107.125
8230	20244	41.375	-80.125
8103	20117	41.375	-111.875
6427	18183	39.375	-123.375
8846	20920	42.125	-88.125
8783	20857	42.125	-103.875
8438	20472	41.625	-82.125
8327	20361	41.625	-109.875
8029	20016	41.125	-78.125
7886	19873	41.125	-113.875
9025	21125	42.375	-95.875
9024	21124	42.375	-96.125
6835	18664	39.875	-121.125
9026	21126	42.375	-95.625
9023	21123	42.375	-96.375
8646	20698	41.875	-84.625
8555	20607	41.875	-107.375
7042	18905	40.125	-119.875
9027	21127	42.375	-95.375
9022	21122	42.375	-96.625
7628	19557	40.625	-74.875
7459	19388	40.625	-117.125
9028	21128	42.375	-95.125
9021	21121	42.375	-96.875
9029	21129	42.375	-94.875
9020	21120	42.375	-97.125
8847	20921	42.125	-87.875
8782	20856	42.125	-104.125
9030	21130	42.375	-94.625
9019	21119	42.375	-97.375
7827	19787	40.875	-76.375
7670	19630	40.875	-115.625
9031	21131	42.375	-94.375
9018	21118	42.375	-97.625
8231	20245	41.375	-79.875
8102	20116	41.375	-112.125
6630	18423	39.625	-122.375
9032	21132	42.375	-94.125
9017	21117	42.375	-97.875
7250	19146	40.375	-118.625
9033	21133	42.375	-93.875
9016	21116	42.375	-98.125
8848	20922	42.125	-87.625
8781	20855	42.125	-104.375
9034	21134	42.375	-93.625
9015	21115	42.375	-98.375
8647	20699	41.875	-84.375
8554	20606	41.875	-107.625
8439	20473	41.625	-81.875
8326	20360	41.625	-110.125
9035	21135	42.375	-93.375
9014	21114	42.375	-98.625
9036	21136	42.375	-93.125
9013	21113	42.375	-98.875
8030	20017	41.125	-77.875
7885	19872	41.125	-114.125
8849	20923	42.125	-87.375
8780	20854	42.125	-104.625
9037	21137	42.375	-92.875
9012	21112	42.375	-99.125
6426	18182	39.375	-123.625
9038	21138	42.375	-92.625
9011	21111	42.375	-99.375
8232	20246	41.375	-79.625
8101	20115	41.375	-112.375
7629	19558	40.625	-74.625
7458	19387	40.625	-117.375
8648	20700	41.875	-84.125
8553	20605	41.875	-107.875
7828	19788	40.875	-76.125
7669	19629	40.875	-115.875
7041	18904	40.125	-120.125
6834	18663	39.875	-121.375
9039	21139	42.375	-92.375
9010	21110	42.375	-99.625
8440	20474	41.625	-81.625
8325	20359	41.625	-110.375
8850	20924	42.125	-87.125
8779	20853	42.125	-104.875
9040	21140	42.375	-92.125
9009	21109	42.375	-99.875
7249	19145	40.375	-118.875
6629	18422	39.625	-122.625
9041	21141	42.375	-91.875
9008	21108	42.375	-100.125
8031	20018	41.125	-77.625
7884	19871	41.125	-114.375
8649	20701	41.875	-83.875
8552	20604	41.875	-108.125
8851	20925	42.125	-86.875
8778	20852	42.125	-105.125
9042	21142	42.375	-91.625
9007	21107	42.375	-100.375
8233	20247	41.375	-79.375
8100	20114	41.375	-112.625
8441	20475	41.625	-81.375
8324	20358	41.625	-110.625
9043	21143	42.375	-91.375
9006	21106	42.375	-100.625
7829	19789	40.875	-75.875
7668	19628	40.875	-116.125
7630	19559	40.625	-74.375
7457	19386	40.625	-117.625
8852	20926	42.125	-86.625
8777	20851	42.125	-105.375
9044	21144	42.375	-91.125
9005	21105	42.375	-100.875
8650	20702	41.875	-83.625
8551	20603	41.875	-108.375
6425	18181	39.375	-123.875
7040	18903	40.125	-120.375
6833	18662	39.875	-121.625
9045	21145	42.375	-90.875
9004	21104	42.375	-101.125
8032	20019	41.125	-77.375
7883	19870	41.125	-114.625
7248	19144	40.375	-119.125
8853	20927	42.125	-86.375
8776	20850	42.125	-105.625
8234	20248	41.375	-79.125
8099	20113	41.375	-112.875
8442	20476	41.625	-81.125
8323	20357	41.625	-110.875
9046	21146	42.375	-90.625
9003	21103	42.375	-101.375
8651	20703	41.875	-83.375
8550	20602	41.875	-108.625
6628	18421	39.625	-122.875
9047	21147	42.375	-90.375
9002	21102	42.375	-101.625
7830	19790	40.875	-75.625
7667	19627	40.875	-116.375
8854	20928	42.125	-86.125
8775	20849	42.125	-105.875
7631	19560	40.625	-74.125
7456	19385	40.625	-117.875
9048	21148	42.375	-90.125
9001	21101	42.375	-101.875
8443	20477	41.625	-80.875
8322	20356	41.625	-111.125
8033	20020	41.125	-77.125
7882	19869	41.125	-114.875
8652	20704	41.875	-83.125
8549	20601	41.875	-108.875
8235	20249	41.375	-78.875
8098	20112	41.375	-113.125
7039	18902	40.125	-120.625
9049	21149	42.375	-89.875
9000	21100	42.375	-102.125
8855	20929	42.125	-85.875
8774	20848	42.125	-106.125
6832	18661	39.875	-121.875
7247	19143	40.375	-119.375
9050	21150	42.375	-89.625
8999	21099	42.375	-102.375
7831	19791	40.875	-75.375
7666	19626	40.875	-116.625
8856	20930	42.125	-85.625
8773	20847	42.125	-106.375
8548	20600	41.875	-109.125
8444	20478	41.625	-80.625
8321	20355	41.625	-111.375
9051	21151	42.375	-89.375
8998	21098	42.375	-102.625
6627	18420	39.625	-123.125
7632	19561	40.625	-73.875
7455	19384	40.625	-118.125
8236	20250	41.375	-78.625
8097	20111	41.375	-113.375
8034	20021	41.125	-76.875
7881	19868	41.125	-115.125
9052	21152	42.375	-89.125
8997	21097	42.375	-102.875
8857	20931	42.125	-85.375
8772	20846	42.125	-106.625
8547	20599	41.875	-109.375
7038	18901	40.125	-120.875
9053	21153	42.375	-88.875
8996	21096	42.375	-103.125
7246	19142	40.375	-119.625
8445	20479	41.625	-80.375
8320	20354	41.625	-111.625
6831	18660	39.875	-122.125
7832	19792	40.875	-75.125
7665	19625	40.875	-116.875
8858	20932	42.125	-85.125
8771	20845	42.125	-106.875
8237	20251	41.375	-78.375
8096	20110	41.375	-113.625
9054	21154	42.375	-88.625
8995	21095	42.375	-103.375
8035	20022	41.125	-76.625
7880	19867	41.125	-115.375
7633	19562	40.625	-73.625
7454	19383	40.625	-118.375
8546	20598	41.875	-109.625
9055	21155	42.375	-88.375
8994	21094	42.375	-103.625
6626	18419	39.625	-123.375
8859	20933	42.125	-84.875
8770	20844	42.125	-107.125
8446	20480	41.625	-80.125
8319	20353	41.625	-111.875
9056	21156	42.375	-88.125
8993	21093	42.375	-103.875
7037	18900	40.125	-121.125
8238	20252	41.375	-78.125
8095	20109	41.375	-113.875
7245	19141	40.375	-119.875
8545	20597	41.875	-109.875
7833	19793	40.875	-74.875
7664	19624	40.875	-117.125
8860	20934	42.125	-84.625
8769	20843	42.125	-107.375
9229	21361	42.625	-95.875
9228	21360	42.625	-96.125
9230	21362	42.625	-95.625
9227	21359	42.625	-96.375
9231	21363	42.625	-95.375
9226	21358	42.625	-96.625
9232	21364	42.625	-95.125
9225	21357	42.625	-96.875
8036	20023	41.125	-76.375
7879	19866	41.125	-115.625
6830	18659	39.875	-122.375
9057	21157	42.375	-87.875
8992	21092	42.375	-104.125
9233	21365	42.625	-94.875
9224	21356	42.625	-97.125
9234	21366	42.625	-94.625
9223	21355	42.625	-97.375
8447	20481	41.625	-79.875
8318	20352	41.625	-112.125
7634	19563	40.625	-73.375
7453	19382	40.625	-118.625
9235	21367	42.625	-94.375
9222	21354	42.625	-97.625
9236	21368	42.625	-94.125
9221	21353	42.625	-97.875
9237	21369	42.625	-93.875
9220	21352	42.625	-98.125
9058	21158	42.375	-87.625
8991	21091	42.375	-104.375
8861	20935	42.125	-84.375
8768	20842	42.125	-107.625
9238	21370	42.625	-93.625
9219	21351	42.625	-98.375
8653	20709	41.875	-81.875
8544	20596	41.875	-110.125
9239	21371	42.625	-93.375
9218	21350	42.625	-98.625
8239	20253	41.375	-77.875
8094	20108	41.375	-114.125
6625	18418	39.625	-123.625
9240	21372	42.625	-93.125
9217	21349	42.625	-98.875
9059	21159	42.375	-87.375
8990	21090	42.375	-104.625
9241	21373	42.625	-92.875
9216	21348	42.625	-99.125
7834	19794	40.875	-74.625
7663	19623	40.875	-117.375
8448	20482	41.625	-79.625
8317	20351	41.625	-112.375
7244	19140	40.375	-120.125
7036	18899	40.125	-121.375
8037	20024	41.125	-76.125
7878	19865	41.125	-115.875
9242	21374	42.625	-92.625
9215	21347	42.625	-99.375
8862	20936	42.125	-84.125
8767	20841	42.125	-107.875
8654	20710	41.875	-81.625
8543	20595	41.875	-110.375
9243	21375	42.625	-92.375
9214	21346	42.625	-99.625
9060	21160	42.375	-87.125
8989	21089	42.375	-104.875
7635	19564	40.625	-73.125
7452	19381	40.625	-118.875
6829	18658	39.875	-122.625
9244	21376	42.625	-92.125
9213	21345	42.625	-99.875
8240	20254	41.375	-77.625
8093	20107	41.375	-114.375
9245	21377	42.625	-91.875
9212	21344	42.625	-100.125
8863	20937	42.125	-83.875
8766	20840	42.125	-108.125
9061	21161	42.375	-86.875
8988	21088	42.375	-105.125
8449	20483	41.625	-79.375
8316	20350	41.625	-112.625
9246	21378	42.625	-91.625
9211	21343	42.625	-100.375
8655	20711	41.875	-81.375
8542	20594	41.875	-110.625
7835	19795	40.875	-74.375
7662	19622	40.875	-117.625
8038	20025	41.125	-75.875
7877	19864	41.125	-116.125
9247	21379	42.625	-91.375
9210	21342	42.625	-100.625
6624	18417	39.625	-123.875
9062	21162	42.375	-86.625
8987	21087	42.375	-105.375
7243	19139	40.375	-120.375
8864	20938	42.125	-83.625
8765	20839	42.125	-108.375
9248	21380	42.625	-91.125
9209	21341	42.625	-100.875
7035	18898	40.125	-121.625
7451	19380	40.625	-119.125
8241	20255	41.375	-77.375
8092	20106	41.375	-114.625
9249	21381	42.625	-90.875
9208	21340	42.625	-101.125
8450	20484	41.625	-79.125
8315	20349	41.625	-112.875
8656	20712	41.875	-81.125
8541	20593	41.875	-110.875
9063	21163	42.375	-86.375
8986	21086	42.375	-105.625
6828	18657	39.875	-122.875
9250	21382	42.625	-90.625
9207	21339	42.625	-101.375
8865	20939	42.125	-83.375
8764	20838	42.125	-108.625
8039	20026	41.125	-75.625
7876	19863	41.125	-116.375
9251	21383	42.625	-90.375
9206	21338	42.625	-101.625
7836	19796	40.875	-74.125
7661	19621	40.875	-117.875
9064	21164	42.375	-86.125
8985	21085	42.375	-105.875
9252	21384	42.625	-90.125
9205	21337	42.625	-101.875
8657	20713	41.875	-80.875
8540	20592	41.875	-111.125
8242	20256	41.375	-77.125
8091	20105	41.375	-114.875
7242	19138	40.375	-120.625
8451	20485	41.625	-78.875
8314	20348	41.625	-113.125
8763	20837	42.125	-108.875
7034	18897	40.125	-121.875
9253	21385	42.625	-89.875
9204	21336	42.625	-102.125
7450	19379	40.625	-119.375
9065	21165	42.375	-85.875
8984	21084	42.375	-106.125
9254	21386	42.625	-89.625
9203	21335	42.625	-102.375
8040	20027	41.125	-75.375
7875	19862	41.125	-116.625
6827	18656	39.875	-123.125
9066	21166	42.375	-85.625
8983	21083	42.375	-106.375
8762	20836	42.125	-109.125
8658	20714	41.875	-80.625
8539	20591	41.875	-111.375
7837	19797	40.875	-73.875
7660	19620	40.875	-118.125
9255	21387	42.625	-89.375
9202	21334	42.625	-102.625
8452	20486	41.625	-78.625
8313	20347	41.625	-113.375
8243	20257	41.375	-76.875
8090	20104	41.375	-115.125
9256	21388	42.625	-89.125
9201	21333	42.625	-102.875
9067	21167	42.375	-85.375
8982	21082	42.375	-106.625
7241	19137	40.375	-120.875
8761	20835	42.125	-109.375
7449	19378	40.625	-119.625
7033	18896	40.125	-122.125
8659	20715	41.875	-80.375
8538	20590	41.875	-111.625
9257	21389	42.625	-88.875
9200	21332	42.625	-103.125
8041	20028	41.125	-75.125
7874	19861	41.125	-116.875
9068	21168	42.375	-85.125
8981	21081	42.375	-106.875
8453	20487	41.625	-78.375
8312	20346	41.625	-113.625
9258	21390	42.625	-88.625
9199	21331	42.625	-103.375
7838	19798	40.875	-73.625
7659	19619	40.875	-118.375
8244	20258	41.375	-76.625
8089	20103	41.375	-115.375
6826	18655	39.875	-123.375
8760	20834	42.125	-109.625
9259	21391	42.625	-88.375
9198	21330	42.625	-103.625
8660	20716	41.875	-80.125
8537	20589	41.875	-111.875
9069	21169	42.375	-84.875
8980	21080	42.375	-107.125
7240	19136	40.375	-121.125
7448	19377	40.625	-119.875
9260	21392	42.625	-88.125
9197	21329	42.625	-103.875
8454	20488	41.625	-78.125
8311	20345	41.625	-113.875
8042	20029	41.125	-74.875
7873	19860	41.125	-117.125
8759	20833	42.125	-109.875
7032	18895	40.125	-122.375
9070	21170	42.375	-84.625
8979	21079	42.375	-107.375
8245	20259	41.375	-76.375
8088	20102	41.375	-115.625
9433	21597	42.875	-95.875
9432	21596	42.875	-96.125
9434	21598	42.875	-95.625
9431	21595	42.875	-96.375
9435	21599	42.875	-95.375
9430	21594	42.875	-96.625
7839	19799	40.875	-73.375
7658	19618	40.875	-118.625
9436	21600	42.875	-95.125
9429	21593	42.875	-96.875
9261	21393	42.625	-87.875
9196	21328	42.625	-104.125
9437	21601	42.875	-94.875
9428	21592	42.875	-97.125
8661	20717	41.875	-79.875
8536	20588	41.875	-112.125
9438	21602	42.875	-94.625
9427	21591	42.875	-97.375
9439	21603	42.875	-94.375
9426	21590	42.875	-97.625
9440	21604	42.875	-94.125
9425	21589	42.875	-97.875
9441	21605	42.875	-93.875
9424	21588	42.875	-98.125
9262	21394	42.625	-87.625
9195	21327	42.625	-104.375
8758	20832	42.125	-110.125
6825	18654	39.875	-123.625
9071	21171	42.375	-84.375
8978	21078	42.375	-107.625
9442	21606	42.875	-93.625
9423	21587	42.875	-98.375
8455	20489	41.625	-77.875
8310	20344	41.625	-114.125
9443	21607	42.875	-93.375
9422	21586	42.875	-98.625
9444	21608	42.875	-93.125
9421	21585	42.875	-98.875
8043	20030	41.125	-74.625
7872	19859	41.125	-117.375
7239	19135	40.375	-121.375
7447	19376	40.625	-120.125
9263	21395	42.625	-87.375
9194	21326	42.625	-104.625
8246	20260	41.375	-76.125
8087	20101	41.375	-115.875
8662	20718	41.875	-79.625
8535	20587	41.875	-112.375
9445	21609	42.875	-92.875
9420	21584	42.875	-99.125
9072	21172	42.375	-84.125
8977	21077	42.375	-107.875
9446	21610	42.875	-92.625
9419	21583	42.875	-99.375
7031	18894	40.125	-122.625
8757	20831	42.125	-110.375
7840	19800	40.875	-73.125
7657	19617	40.875	-118.875
9447	21611	42.875	-92.375
9418	21582	42.875	-99.625
9264	21396	42.625	-87.125
9193	21325	42.625	-104.875
9448	21612	42.875	-92.125
9417	21581	42.875	-99.875
8456	20490	41.625	-77.625
8309	20343	41.625	-114.375
9449	21613	42.875	-91.875
9416	21580	42.875	-100.125
9073	21173	42.375	-83.875
8976	21076	42.375	-108.125
8663	20719	41.875	-79.375
8534	20586	41.875	-112.625
9265	21397	42.625	-86.875
9192	21324	42.625	-105.125
9450	21614	42.875	-91.625
9415	21579	42.875	-100.375
6824	18653	39.875	-123.875
8044	20031	41.125	-74.375
7871	19858	41.125	-117.625
8866	20947	42.125	-81.375
8756	20830	42.125	-110.625
8247	20261	41.375	-75.875
8086	20100	41.375	-116.125
7446	19375	40.625	-120.375
9451	21615	42.875	-91.375
9414	21578	42.875	-100.625
7238	19134	40.375	-121.625
9266	21398	42.625	-86.625
9191	21323	42.625	-105.375
9074	21174	42.375	-83.625
8975	21075	42.375	-108.375
9452	21616	42.875	-91.125
9413	21577	42.875	-100.875
7841	19801	40.875	-72.875
7656	19616	40.875	-119.125
8457	20491	41.625	-77.375
8308	20342	41.625	-114.625
7030	18893	40.125	-122.875
9453	21617	42.875	-90.875
9412	21576	42.875	-101.125
8664	20720	41.875	-79.125
8533	20585	41.875	-112.875
8867	20948	42.125	-81.125
8755	20829	42.125	-110.875
9267	21399	42.625	-86.375
9190	21322	42.625	-105.625
9454	21618	42.875	-90.625
9411	21575	42.875	-101.375
9075	21175	42.375	-83.375
8974	21074	42.375	-108.625
8248	20262	41.375	-75.625
8085	20099	41.375	-116.375
8045	20032	41.125	-74.125
7870	19857	41.125	-117.875
9455	21619	42.875	-90.375
9410	21574	42.875	-101.625
9268	21400	42.625	-86.125
9189	21321	42.625	-105.875
7445	19374	40.625	-120.625
8458	20492	41.625	-77.125
8307	20341	41.625	-114.875
9456	21620	42.875	-90.125
9409	21573	42.875	-101.875
8868	20949	42.125	-80.875
8754	20828	42.125	-111.125
7237	19133	40.375	-121.875
8665	20721	41.875	-78.875
8532	20584	41.875	-113.125
7842	19802	40.875	-72.625
7655	19615	40.875	-119.375
9076	21176	42.375	-83.125
8973	21073	42.375	-108.875
9269	21401	42.625	-85.875
9188	21320	42.625	-106.125
9457	21621	42.875	-89.875
9408	21572	42.875	-102.125
7029	18892	40.125	-123.125
8249	20263	41.375	-75.375
8084	20098	41.375	-116.625
9458	21622	42.875	-89.625
9407	21571	42.875	-102.375
8046	20033	41.125	-73.875
7869	19856	41.125	-118.125
8869	20950	42.125	-80.625
8753	20827	42.125	-111.375
8972	21072	42.375	-109.125
9270	21402	42.625	-85.625
9187	21319	42.625	-106.375
8666	20722	41.875	-78.625
8531	20583	41.875	-113.375
9459	21623	42.875	-89.375
9406	21570	42.875	-102.625
8459	20493	41.625	-76.875
8306	20340	41.625	-115.125
7444	19373	40.625	-120.875
9460	21624	42.875	-89.125
9405	21569	42.875	-102.875
9271	21403	42.625	-85.375
9186	21318	42.625	-106.625
7843	19803	40.875	-72.375
7654	19614	40.875	-119.625
7236	19132	40.375	-122.125
8971	21071	42.375	-109.375
8870	20951	42.125	-80.375
8752	20826	42.125	-111.625
9461	21625	42.875	-88.875
9404	21568	42.875	-103.125
8250	20264	41.375	-75.125
8083	20097	41.375	-116.875
8667	20723	41.875	-78.375
8530	20582	41.875	-113.625
8047	20034	41.125	-73.625
7868	19855	41.125	-118.375
9272	21404	42.625	-85.125
9185	21317	42.625	-106.875
8460	20494	41.625	-76.625
8305	20339	41.625	-115.375
7028	18891	40.125	-123.375
9462	21626	42.875	-88.625
9403	21567	42.875	-103.375
8970	21070	42.375	-109.625
8871	20952	42.125	-80.125
8751	20825	42.125	-111.875
9463	21627	42.875	-88.375
9402	21566	42.875	-103.625
9273	21405	42.625	-84.875
9184	21316	42.625	-107.125
7443	19372	40.625	-121.125
7844	19804	40.875	-72.125
7653	19613	40.875	-119.875
8251	20265	41.375	-74.875
8082	20096	41.375	-117.125
8668	20724	41.875	-78.125
8529	20581	41.875	-113.875
7235	19131	40.375	-122.375
9464	21628	42.875	-88.125
9401	21565	42.875	-103.875
8969	21069	42.375	-109.875
8461	20495	41.625	-76.375
8304	20338	41.625	-115.625
9274	21406	42.625	-84.625
9183	21315	42.625	-107.375
8048	20035	41.125	-73.375
7867	19854	41.125	-118.625
9634	21833	43.125	-95.875
9633	21832	43.125	-96.125
9635	21834	43.125	-95.625
9632	21831	43.125	-96.375
9636	21835	43.125	-95.375
9631	21830	43.125	-96.625
9465	21629	42.875	-87.875
9400	21564	42.875	-104.125
8872	20953	42.125	-79.875
8750	20824	42.125	-112.125
9637	21836	43.125	-95.125
9630	21829	43.125	-96.875
9638	21837	43.125	-94.875
9629	21828	43.125	-97.125
9639	21838	43.125	-94.625
9628	21827	43.125	-97.375
7027	18890	40.125	-123.625
9640	21839	43.125	-94.375
9627	21826	43.125	-97.625
9641	21840	43.125	-94.125
9626	21825	43.125	-97.875
8968	21068	42.375	-110.125
9642	21841	43.125	-93.875
9625	21824	43.125	-98.125
9275	21407	42.625	-84.375
9182	21314	42.625	-107.625
9466	21630	42.875	-87.625
9399	21563	42.875	-104.375
8669	20725	41.875	-77.875
8528	20580	41.875	-114.125
9643	21842	43.125	-93.625
9624	21823	43.125	-98.375
7442	19371	40.625	-121.375
7652	19612	40.875	-120.125
9644	21843	43.125	-93.375
9623	21822	43.125	-98.625
8252	20266	41.375	-74.625
8081	20095	41.375	-117.375
9645	21844	43.125	-93.125
9622	21821	43.125	-98.875
8462	20496	41.625	-76.125
8303	20337	41.625	-115.875
8873	20954	42.125	-79.625
8749	20823	42.125	-112.375
9467	21631	42.875	-87.375
9398	21562	42.875	-104.625
9646	21845	43.125	-92.875
9621	21820	43.125	-99.125
7234	19130	40.375	-122.625
8049	20036	41.125	-73.125
7866	19853	41.125	-118.875
9276	21408	42.625	-84.125
9181	21313	42.625	-107.875
9647	21846	43.125	-92.625
9620	21819	43.125	-99.375
8967	21067	42.375	-110.375
9648	21847	43.125	-92.375
9619	21818	43.125	-99.625
9468	21632	42.875	-87.125
9397	21561	42.875	-104.875
8670	20726	41.875	-77.625
8527	20579	41.875	-114.375
9649	21848	43.125	-92.125
9618	21817	43.125	-99.875
9277	21409	42.625	-83.875
9180	21312	42.625	-108.125
7026	18889	40.125	-123.875
9650	21849	43.125	-91.875
9617	21816	43.125	-100.125
8874	20955	42.125	-79.375
8748	20822	42.125	-112.625
